numero,enunciado,A,B,C,D,E,CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,ANO,TP_LINGUA,IN_ITEM_ADAPTADO,TP_VERSAO_DIGITAL
97.0,"O petróleo é uma matéria-prima muito valiosa e métodos geofísicos são úteis na sua prospecção. É possível identificar a composição de materiais estratificados medindo-se a velocidade de propagação do som (onda mecânica) através deles. Considere que uma camada de 450 metros de um líquido se encontra presa no subsolo entre duas camadas rochosas, conforme o esquema. Um pulso acústico (que gera uma vibração mecânica) é emitido a partir da superfície do solo, onde são posteriormente recebidas duas vibrações refletidas (ecos). A primeira corresponde à reflexão do pulso na interface superior do líquido com a camada rochosa. A segunda vibração deve-se à reflexão do pulso na interface inferior. O tempo entre a emissão do pulso e a chegada do primeiro eco é de 0,5 segundo. O segundo eco chega 1,1 segundo após a emissão do pulso.

Descrição do esquema: O esquema apresenta um corte transversal da crosta terrestre em que se tem, de cima para baixo, uma camada de rocha, uma camada de líquido e outra camada de rocha. A espessura da camada de líquido é de 450 metros. Na parte superior da crosta terrestre, tem-se a representação de um emissor e detector de pulsos. (Fim da descrição)

A velocidade do som na camada líquida, em metro por segundo, é",270.,540.,818.,1500.,1800.,97.0,CN,26042.0,D,19.0,0.0,,9865-03-01 00:00:00,1.63479,19026.0,LARANJA,1227.0,2023.0,,0.0,
98.0,"O manual de um automóvel alerta sobre os cuidados em relação à pressão do ar no interior dos pneus. Recomenda-se que a pressão seja verificada com os pneus frios (à temperatura ambiente). Um motorista, desatento a essa informação, realizou uma viagem longa sobre o asfalto quente e, em seguida, verificou que a pressão P zero no interior dos pneus não era a recomendada pelo fabricante. Na ocasião, a temperatura dos pneus era T zero. Após um longo período em repouso, os pneus do carro atingiram a temperatura ambiente T. Durante o resfriamento, não há alteração no volume dos pneus e na quantidade de ar no seu interior. Considere o ar dos pneus um gás perfeito (também denominado gás ideal).

Durante o processo de resfriamento, os valores de pressão em relação à temperatura (P versus T) são representados pelo gráfico:","Descrição do gráfico: A pressão permanece constante com a diminuição da temperatura entre T zero e T. Em T, a temperatura não se altera, e a pressão diminui. (Fim da descrição)",Descrição do gráfico: A pressão permanece constante com a diminuição da temperatura entre T zero e T. (Fim da descrição),Descrição do gráfico: A pressão aumenta como um arco de parábola para cima com a diminuição da temperatura entre T zero e T.,Descrição do gráfico: A pressão aumenta linearmente com a diminuição da temperatura entre T zero e T. (Fim da descrição),Descrição do gráfico: A pressão diminui linearmente com a diminuição da temperatura entre T zero e T. (Fim da descrição),98.0,CN,83558.0,E,21.0,0.0,,152403,0.95966,15221.0,LARANJA,1227.0,2023.0,,0.0,
99.0,"Pais com síndrome de Down
Três anos após dar à luz, mãe portadora de síndrome de Down revela detalhes de seu dia a dia

A síndrome de Down é uma alteração genética associada à trissomia do cromossomo 21, ou seja, o indivíduo possui três cromossomos 21 e não um par, como é normal. Isso ocorre pela união de um gameta contendo um cromossomo 21 com um gameta possuidor de dois cromossomos 21. Embora, normalmente, as mulheres com a síndrome sejam estéreis, em 2008, no interior de São Paulo, uma delas deu à luz uma menina sem a síndrome de Down.
Sabendo disso, um jovem casal, ambos com essa síndrome, procura um médico especialista para aconselhamento genético porque querem ter um bebê.

O médico informa ao casal que, com relação ao cromossomo 21, os zigotos formados serão",todos normais.,todos tetrassômicos.,apenas normais ou tetrassômicos.,apenas trissômicos ou tetrassômicos.,"normais, trissômicos ou tetrassômicos.",99.0,CN,64023.0,E,13.0,0.0,,181427,1.4199,25187.0,LARANJA,1227.0,2023.0,,0.0,
100.0,"Para que uma molécula dê origem a um medicamento de administração oral, além de apresentar atividade farmacológica, deve ser capaz de atingir o local de ação. Para tanto, essa molécula não deve se degradar no estômago (onde o meio é fortemente ácido e há várias enzimas que reagem mediante catálise ácida), deve ser capaz de atravessar as membranas celulares e ser solúvel no plasma sanguíneo (sistema aquoso). Para os fármacos cujas estruturas são formadas por cadeias carbônicas longas contendo pelo menos um grupamento amino, um recurso tecnológico empregado é sua conversão no cloridrato correspondente. Essa conversão é representada, de forma genérica, pela equação química:

Descrição da equação química: O reagente R3N mais HCl formam o produto R3NH de carga positiva e Cl de carga negativa. (Fim da descrição)

O aumento da eficiência de circulação do fármaco no sangue, promovido por essa conversão, deve-se ao incremento de seu(sua)",basicidade.,lipofilicidade.,caráter iônico.,cadeia carbônica.,estado de oxidação.,100.0,CN,87989.0,C,2.0,0.0,,232351,1.21005,10449.0,LARANJA,1227.0,2023.0,,0.0,
101.0,"Toxicidade do cianeto
Biologia molecular da célula

A produção de ATP depende do gradiente de prótons gerado pela cadeia respiratória. Nessas reações, conforme o esquema, os elétrons provenientes da oxidação do NADH em NAD de carga positiva percorrem a cadeia até chegarem à citocromo c oxidase reduzindo o F e de carga 3 positiva a F e de carga 2 positiva. O oxigênio atua como aceptor final desses elétrons formando água. O cianeto é uma espécie química altamente tóxica que tem grande afinidade pelo F e de carga 3 positiva. Quando células são expostas ao cianeto, ele se liga ao sítio de F e de carga 3 positiva da citocromo c oxidase, impedindo a sua conversão em F e de carga 2 positiva e bloqueando a cadeia respiratória.

Descrição do esquema: Seis reações acopladas da cadeia respiratória, na seguinte sequência:
Primeira reação: Substrato proveniente do nutriente gera C O2, enquanto N A D de carga positiva gera N A D H.
Segunda reação: N A D H gera N A D de carga positiva, enquanto o transportador 1 passa da forma oxidada para a forma reduzida;
Terceira reação: O transportador 1 passa da forma reduzida para a oxidada, enquanto o transportador 2 passa da oxidada para a reduzida;
Quarta reação: O transportador 2 passa da forma reduzida para a oxidada, enquanto o transportador 3 passa da oxidada para a reduzida;
Quinta reação: O transportador 3 passa da forma reduzida para a oxidada, enquanto o F e de carga 3 positiva da citocromo c oxidase é convertido a F e de carga 2 positiva.
Sexta reação: Finalmente, acoplado à conversão de F e de carga 2 positiva em F e de carga 3 positiva, ocorre a produção de H2O a partir de O2.
(Fim da descrição)

Esse bloqueio aumenta a concentração celular de",A T P.,água.,NADH.,dióxido de carbono.,citocromo c oxidase.,101.0,CN,97813.0,C,15.0,0.0,,304923,2.24438,15941.0,LARANJA,1227.0,2023.0,,0.0,
102.0,"Os cientistas conseguem determinar a idade de um fóssil com menos de 40.000 anos de idade utilizando o método do carbono-14 ou carbono radioativo. Isso é feito a partir da relação existente entre a quantidade de carbono-14 restante no fóssil e a quantidade de carbono-14 em uma espécie semelhante atual. Apesar de sofrer decaimento radioativo, a quantidade de carbono-14 na atmosfera, em particular em moléculas de C O2, é praticamente constante, devido à incidência dos raios cósmicos que atingem a Terra a todo instante. Assim, por fazerem parte do ciclo do carbono, animais e vegetais mantêm uma quantidade praticamente constante de carbono-14 em sua constituição enquanto estão vivos. Porém, quando morrem, cessa a entrada de carbono no organismo e esse número vai diminuindo à medida que o carbono-14 vai decaindo radioativamente. A meia-vida do carbono-14, isto é, o tempo necessário para que metade dos átomos radioativos de uma amostra decaia, é constante e de aproximadamente 5730 anos.

Para descobrir a idade de um fóssil que não poderia ter mais de 40.000 anos, é relevante determinar",a meia-vida do carbono-14.,se o fóssil é animal ou vegetal.,se o fóssil tem mais de 5 730 anos.,a quantidade de carbono-14 presente no fóssil.,a relação entre as quantidades de carbono-14 em uma parte do fóssil e no fóssil todo.,102.0,CN,14385.0,D,24.0,0.0,,137738,0.01054,19554.0,LARANJA,1227.0,2023.0,,0.0,
103.0,"Uma concessionária é responsável por um trecho de 480 quilômetros de uma rodovia. Nesse trecho foram construídas 10 praças de pedágio, onde funcionários recebem os pagamentos nas cabines de cobrança. Também existe o serviço automático, em que os veículos providos de um dispositivo passam por uma cancela, que se abre automaticamente, evitando filas e diminuindo o tempo de viagem. Segundo a concessionária, o tempo médio para efetuar a passagem em uma cabine é de 3 minutos, e as velocidades máximas permitidas na rodovia são 100 quilômetros por hora, para veículos leves, e 80 quilômetros por hora, para veículos de grande porte.
Considere um carro e um caminhão viajando, ambos com velocidades constantes e iguais às máximas permitidas, e que somente o caminhão tenha o serviço automático de cobrança.

Comparado ao caminhão, quantos minutos a menos o carro leva para percorrer toda a rodovia?",30,42,72,288,360,103.0,CN,66259.0,B,20.0,0.0,,234079,1.00185,23885.0,LARANJA,1227.0,2023.0,,0.0,
104.0,"Ancient Soil Chemists of the Amazon

Os solos amazônicos, ricos em silicato, não são apropriados para o cultivo por serem incapazes de reter nutrientes. Contudo, descobertas arqueológicas têm demonstrado que os antigos habitantes da Amazônia dominavam a técnica de preparo de um insumo agrícola natural, denominado terra preta. Esse insumo era constituído principalmente de uma espécie de biocarvão (biochar) obtido da queima de matéria orgânica, como troncos de árvores, pedaços de ossos e esterco, capaz de manter um solo fértil por anos.
Admite-se que o efeito do biocarvão na fertilização do solo estava, em parte, relacionado à presença de grupos orgânicos do tipo carboxilato em sua superfície, carregados negativamente (ligação simples C O O de carga negativa). Esses grupos atraem íons positivos necessários como nutrientes, tais quais os provenientes do potássio, do cálcio e do magnésio, além de micronutrientes, como zinco e ferro. Essa ligação no solo fertilizado é predominantemente iônica, conforme ilustra a figura, em que M de carga n positiva representa os cátions metálicos. De acordo com a escala de Pauling, a eletronegatividade do elemento oxigênio é igual a 3,44.

Descrição da figura: No solo com biocarvão, ao grupo orgânico do tipo carboxilato é adicionado M de carga n positiva, formando no solo fertilizado o grupo orgânico com ligação simples C O O de carga negativa que interage com M de carga n positiva. (Fim da descrição)

O quadro apresenta os valores de eletronegatividade desses cinco elementos metálicos.

Descrição do quadro: O quadro apresenta as eletronegatividades de cinco elementos metálicos:
Potássio: 0,82
Cálcio: 1,00
Magnésio: 1,31
Zinco: 1,65
Ferro: 1,83
(Fim da descrição)

O cátion que resultará em uma interação de maior caráter iônico com o ânion carboxilato será aquele proveniente do elemento",potássio.,cálcio.,magnésio,zinco.,ferro.,104.0,CN,47317.0,A,4.0,0.0,,253442,1.21479,15339.0,LARANJA,1227.0,2023.0,,0.0,
105.0,"Em uma indústria alimentícia, para produção de doce de leite, utiliza-se um tacho de parede oca com uma entrada para vapor de água a 120 graus Celsius e uma saída para água líquida em equilíbrio com o vapor a 100 graus Celsius. Ao passar pela parte oca do tacho, o vapor de água transforma-se em líquido, liberando energia. A parede transfere essa energia para o interior do tacho, resultando na evaporação de água e consequente concentração do produto.

No processo de concentração do produto, é utilizada energia proveniente",somente do calor latente de vaporização.,somente do calor latente de condensação.,do calor sensível e do calor latente de vaporização.,do calor sensível e do calor latente de condensação.,do calor latente de condensação e do calor latente de vaporização.,105.0,CN,97767.0,D,6.0,0.0,,178472,1.98863,10818.0,LARANJA,1227.0,2023.0,,0.0,
106.0,"A gasolina é uma mistura de hidrocarbonetos de cadeias saturadas contendo de 8 a 12 átomos de carbono. Além disso, a gasolina de alto desempenho deve conter elevados teores de hidrocarbonetos de cadeias ramificadas, de forma a resistir à compressão e entrar em ignição apenas quando a vela aciona uma centelha elétrica no motor. No quadro, estão apresentados compostos que podem ser utilizados como combustíveis.

Descrição do quadro: Quadro com compostos numerados de 1 a 5 e suas respectivas nomenclaturas.
Composto 1: n-decano.
Composto 2: n-heptano.
Composto 3: 2,2,4-trimetilpentano.
Composto 4: 3-etil-4-metilex-1-eno.
Composto 5: 3-etil-2-metilpentan-1-ol.
(Fim da descrição)

Entre esses compostos, aquele que conferirá maior desempenho como combustível é o",1.,2.,3.,4.,5.,106.0,CN,60689.0,C,18.0,0.0,,351837,1.46881,26943.0,LARANJA,1227.0,2023.0,,0.0,
